"key"	"dataValue"	"taxonId"	"origTaxonId"	"prefTaxonName"	"origTaxon"	"origQualifier"
"Salix aurita x viminalis = S. x fruticosa Döll"		"2cd4p9h.w7w"	"2cd4p9h.w7w"	"Salix aurita x viminalis = S. x fruticosa Döll"	"Salix aurita x viminalis = S. x fruticosa"	
"Salix arbuscula x reticulata = S. x ganderi Huter ex Zahn"		"2cd4p9h.w7m"	"2cd4p9h.w7m"	"Salix arbuscula x reticulata = S. x ganderi Huter ex Zahn"	"Salix arbuscula x reticulata = S. x ganderi"	
"Salix alba var. vitellina x babylonica = Salix x sepulcralis nothovar. chrysocoma (Dode) Meikle"		"2cd4p9h.w7s"	"2cd4p9h.w7s"	"Salix alba var. vitellina x babylonica = Salix x sepulcralis nothovar. chrysocoma (Dode) Meikle"	"Salix alba var. vitellina x babylonica = Salix x sepulcralis nothovar. chrysocoma"	
"Salix cinerea x purpurea = S. x pontederiana Willd."		"2cd4p9h.w80"	"2cd4p9h.w80"	"Salix cinerea x purpurea = S. x pontederiana Willd."	"Salix cinerea x purpurea = S. x pontederiana"	
"Carpobrotus glaucescens (Haw.) Schwantes"		"2cd4p9h.w86"	"2cd4p9h.w86"	"Carpobrotus glaucescens (Haw.) Schwantes"	"Carpobrotus glaucescens"	
"Lampranthus roseus (Willd.) Schwantes"		"2cd4p9h.w89"	"2cd4p9h.w89"	"Lampranthus roseus (Willd.) Schwantes"	"Lampranthus roseus"	
"Abies grandis (Douglas ex D.Don) Lindl."		"2cd4p9h.w8c"	"2cd4p9h.w8c"	"Abies grandis (Douglas ex D.Don) Lindl."	"Abies grandis"	
"Thuja plicata Donn ex D.Don"		"2cd4p9h.w8f"	"2cd4p9h.w8f"	"Thuja plicata Donn ex D.Don"	"Thuja plicata"	
"Cryptomeria japonica (L.f.) D.Don"		"2cd4p9h.w8x"	"2cd4p9h.w8x"	"Cryptomeria japonica (L.f.) D.Don"	"Cryptomeria japonica"	
"Pinus radiata D.Don"		"2cd4p9h.w8y"	"2cd4p9h.w8y"	"Pinus radiata D.Don"	"Pinus radiata"	
"Pinus peuce Griseb."		"2cd4p9h.w8r"	"2cd4p9h.w8r"	"Pinus peuce Griseb."	"Pinus peuce"	
"Tolmiea menziesii (Pursh) Torr. & A.Gray"		"2cd4p9h.w95"	"2cd4p9h.w95"	"Tolmiea menziesii (Pursh) Torr. & A.Gray"	"Tolmiea menziesii"	
"Rumex crispus x palustris = R. x heteranthos Borbás"		"2cd4p9h.w98"	"2cd4p9h.w98"	"Rumex crispus x palustris = R. x heteranthos Borbás"	"Rumex crispus x palustris = R. x heteranthos"	
"Rumex confertus x obtusifolius = R. x borbasii Blocki"		"2cd4p9h.w9b"	"2cd4p9h.w9b"	"Rumex confertus x obtusifolius = R. x borbasii Blocki"	"Rumex confertus x obtusifolius = R. x borbasii"	
"Rumex maritimus x obtusifolius = R. x callianthemus Danser"		"2cd4p9h.w9e"	"2cd4p9h.w9e"	"Rumex maritimus x obtusifolius = R. x callianthemus Danser"	"Rumex maritimus x obtusifolius = R. x callianthemus"	
"Rumex crispus x longifolius = R. x propinquus Aresch."		"2cd4p9h.w9h"	"2cd4p9h.w9h"	"Rumex crispus x longifolius = R. x propinquus Aresch."	"Rumex crispus x longifolius = R. x propinquus"	
"Rumex pulcher x rupestris = R. x trimenii E.G.Camus"		"2cd4p9h.w9k"	"2cd4p9h.w9k"	"Rumex pulcher x rupestris = R. x trimenii E.G.Camus"	"Rumex pulcher x rupestris = R. x trimenii"	
"Rumex conglomeratus x palustris = R. x wirtgenii Beck"		"2cd4p9h.w9n"	"2cd4p9h.w9n"	"Rumex conglomeratus x palustris = R. x wirtgenii Beck"	"Rumex conglomeratus x palustris = R. x wirtgenii"	
"Potamogeton natans x polygonifolius = P. x gessnacensis G.Fisch."		"2cd4p9h.w9q"	"2cd4p9h.w9q"	"Potamogeton natans x polygonifolius = P. x gessnacensis G.Fisch."	"Potamogeton natans x polygonifolius = P. x gessnacensis"	
"Potamogeton gramineus x polygonifolius = P. x lanceolatifolius (Tiselius) C.D.Preston"		"2cd4p9h.w9t"	"2cd4p9h.w9t"	"Potamogeton gramineus x polygonifolius = P. x lanceolatifolius (Tiselius) C.D.Preston"	"Potamogeton gramineus x polygonifolius = P. x lanceolatifolius"	
"Oxalis valdiviensis Barnéoud"		"2cd4p9h.wa1"	"2cd4p9h.wa1"	"Oxalis valdiviensis Barnéoud"	"Oxalis valdiviensis"	
"Acaena ovalifolia Ruiz & Pav."		"2cd4p9h.wa4"	"2cd4p9h.wa4"	"Acaena ovalifolia Ruiz & Pav."	"Acaena ovalifolia"	
"Acaena novae-zelandiae Kirk"		"2cd4p9h.wa7"	"2cd4p9h.wa7"	"Acaena novae-zelandiae Kirk"	"Acaena novae-zelandiae"	
"Acaena anserinifolia (J.R.Forst. & G.Forst.) Druce"		"2cd4p9h.waa"	"2cd4p9h.waa"	"Acaena anserinifolia (J.R.Forst. & G.Forst.) Druce"	"Acaena anserinifolia"	
"Limonium britannicum subsp. coombense Ingr."		"2cd4p9h.wad"	"2cd4p9h.wad"	"Limonium britannicum subsp. coombense Ingr."	"Limonium britannicum subsp. coombense"	
"Limonium loganicum Ingr."		"2cd4p9h.wag"	"2cd4p9h.wag"	"Limonium loganicum Ingr."	"Limonium loganicum"	
"Camelina microcarpa Andrz. ex DC."		"2cd4p9h.waw"	"2cd4p9h.waw"	"Camelina microcarpa Andrz. ex DC."	"Camelina microcarpa"	
"Erysimum repandum L."		"2cd4p9h.wam"	"2cd4p9h.wam"	"Erysimum repandum L."	"Erysimum repandum"	
"Epilobium pedunculare A.Cunn."		"2cd4p9h.was"	"2cd4p9h.was"	"Epilobium pedunculare A.Cunn."	"Epilobium pedunculare"	
"Rorippa amphibia x palustris = R. x erythrocaulis Borbás"		"2cd4p9h.wb0"	"2cd4p9h.wb0"	"Rorippa amphibia x palustris = R. x erythrocaulis Borbás"	"Rorippa amphibia x palustris = R. x erythrocaulis"	
"Spiraea alba Du Roi"		"2cd4p9h.wb3"	"2cd4p9h.wb3"	"Spiraea alba Du Roi"	"Spiraea alba"	
"Ranunculus baudotii x trichophyllus = R. x segretii A.Félix"		"2cd4p9h.wb6"	"2cd4p9h.wb6"	"Ranunculus baudotii x trichophyllus = R. x segretii A.Félix"	"Ranunculus baudotii x trichophyllus = R. x segretii"	
"Ranunculus aquatilis x baudotii = R. x lambertii A.Félix"		"2cd4p9h.wb9"	"2cd4p9h.wb9"	"Ranunculus aquatilis x baudotii = R. x lambertii A.Félix"	"Ranunculus aquatilis x baudotii = R. x lambertii"	
"Papaver dubium x rhoeas = P. x hungaricum Borbás"		"2cd4p9h.wbc"	"2cd4p9h.wbc"	"Papaver dubium x rhoeas = P. x hungaricum Borbás"	"Papaver dubium x rhoeas = P. x hungaricum"	
"Daphne laureola x mezereum = D. x houtteana Lindl. & Paxton"		"2cd4p9h.wbf"	"2cd4p9h.wbf"	"Daphne laureola x mezereum = D. x houtteana Lindl. & Paxton"	"Daphne laureola x mezereum = D. x houtteana"	
"Rosa arvensis x stylosa = R. x pseudorusticana Crép. ex T.A.Preston"		"2cd4p9h.wbv"	"2cd4p9h.wbv"	"Rosa arvensis x stylosa = R. x pseudorusticana Crép. ex T.A.Preston"	"Rosa arvensis x stylosa = R. x pseudorusticana"	
"Rosa arvensis x rubiginosa = R. x gallicoides (Baker) Déségl."		"2cd4p9h.wc8"	"2cd4p9h.wc8"	"Rosa arvensis x rubiginosa = R. x gallicoides (Baker) Déségl."	"Rosa arvensis x rubiginosa = R. x gallicoides"	
"Persicaria hydropiper x minor = P. x subglandulosa (Borbás) Soják"		"2cd4p9h.wcb"	"2cd4p9h.wcb"	"Persicaria hydropiper x minor = P. x subglandulosa (Borbás) Soják"	"Persicaria hydropiper x minor = P. x subglandulosa"	
"Epilobium hirsutum x montanum = E. x erroneum Hausskn."		"2cd4p9h.wce"	"2cd4p9h.wce"	"Epilobium hirsutum x montanum = E. x erroneum Hausskn."	"Epilobium hirsutum x montanum = E. x erroneum"	
"Epilobium montanum x parviflorum = E. x limosum Schur"		"2cd4p9h.wch"	"2cd4p9h.wch"	"Epilobium montanum x parviflorum = E. x limosum Schur"	"Epilobium montanum x parviflorum = E. x limosum"	
"Epilobium palustre x tetragonum = E. x laschianum Hausskn."		"2cd4p9h.wck"	"2cd4p9h.wck"	"Epilobium palustre x tetragonum = E. x laschianum Hausskn."	"Epilobium palustre x tetragonum = E. x laschianum"	
"Epilobium anagallidifolium x palustre = E. x dasycarpum Fr."		"2cd4p9h.wcn"	"2cd4p9h.wcn"	"Epilobium anagallidifolium x palustre = E. x dasycarpum Fr."	"Epilobium anagallidifolium x palustre = E. x dasycarpum"	
"Hypochaeris glabra x radicata = H. x intermedia Richt."		"2cd4p9h.wcq"	"2cd4p9h.wcq"	"Hypochaeris glabra x radicata = H. x intermedia Richt."	"Hypochaeris glabra x radicata = H. x intermedia"	
"Juncus balticus x effusus = J. x obotritorum Rothm."		"2cd4p9h.wct"	"2cd4p9h.wct"	"Juncus balticus x effusus = J. x obotritorum Rothm."	"Juncus balticus x effusus = J. x obotritorum"	
"Dactylorhiza incarnata x purpurella = D. x latirella (P.M.Hall) Soó"		"2cd4p9h.wdd"	"2cd4p9h.wdd"	"Dactylorhiza incarnata x purpurella = D. x latirella (P.M.Hall) Soó"	"Dactylorhiza incarnata x purpurella = D. x latirella"	
"Carex binervis x laevigata = C. x deserta Merino"		"2cd4p9h.wdg"	"2cd4p9h.wdg"	"Carex binervis x laevigata = C. x deserta Merino"	"Carex binervis x laevigata = C. x deserta"	
"Carex binervis x punctata"		"2cd4p9h.wdm"	"2cd4p9h.wdm"	"Carex binervis x punctata"	"Carex binervis x punctata"	
"Holcus lanatus x mollis = H. x hybridus Wein"		"2cd4p9h.wds"	"2cd4p9h.wds"	"Holcus lanatus x mollis = H. x hybridus Wein"	"Holcus lanatus x mollis = H. x hybridus"	
"Agrostis gigantea x stolonifera = A. x gigantifera Portal"		"2cd4p9h.we0"	"2cd4p9h.we0"	"Agrostis gigantea x stolonifera = A. x gigantifera Portal"	"Agrostis gigantea x stolonifera = A. x gigantifera"	
"Alopecurus aequalis x geniculatus = A. x haussknechtianus Asch. & Graebn."		"2cd4p9h.we3"	"2cd4p9h.we3"	"Alopecurus aequalis x geniculatus = A. x haussknechtianus Asch. & Graebn."	"Alopecurus aequalis x geniculatus = A. x haussknechtianus"	
"Alopecurus bulbosus x geniculatus = A. x plettkei Mattf."		"2cd4p9h.we6"	"2cd4p9h.we6"	"Alopecurus bulbosus x geniculatus = A. x plettkei Mattf."	"Alopecurus bulbosus x geniculatus = A. x plettkei"	
"Sagina procumbens x saginoides = S. x normaniana Lagerh."		"2cd4p9h.we9"	"2cd4p9h.we9"	"Sagina procumbens x saginoides = S. x normaniana Lagerh."	"Sagina procumbens x saginoides = S. x normaniana"	
"Cotoneaster bacillaris Wall. ex Lindl."		"2cd4p9h.wec"	"2cd4p9h.wec"	"Cotoneaster bacillaris Wall. ex Lindl."	"Cotoneaster bacillaris"	
"Cotoneaster lucidus Schltdl."		"2cd4p9h.wef"	"2cd4p9h.wef"	"Cotoneaster lucidus Schltdl."	"Cotoneaster lucidus"	
"Cotoneaster marginatus (Loudon) Schltdl."		"2cd4p9h.wev"	"2cd4p9h.wev"	"Cotoneaster marginatus (Loudon) Schltdl."	"Cotoneaster marginatus"	
"Cotoneaster monopyrenus (W.W.Sm.) Flinck & B.Hylmö"		"2cd4p9h.wex"	"2cd4p9h.wex"	"Cotoneaster monopyrenus (W.W.Sm.) Flinck & B.Hylmö"	"Cotoneaster monopyrenus"	
"Cedrus atlantica (Endl.) Carrière"		"2cd4p9h.wf5"	"2cd4p9h.wf5"	"Cedrus atlantica (Endl.) Carrière"	"Cedrus atlantica"	
"Cedrus brevifolia (Hook.f.) Henry"		"2cd4p9h.wf8"	"2cd4p9h.aqkxt0"	"Cedrus libani subsp. brevifolia (Hook.f.) Meikle"	"Cedrus brevifolia"	
"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb."		"2cd4p9h.wg1"	"2cd4p9h.wg1"	"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb."	"Agrostis hyemalis"	
"Bromus lanceolatus Roth"		"2cd4p9h.wg7"	"2cd4p9h.wg7"	"Bromus lanceolatus Roth"	"Bromus lanceolatus"	
"Pilosella praealta (Vill. ex Gochnat) F.W.Schultz & Sch.Bip. subsp. praealta"		"2cd4p9h.whf"	"2cd4p9h.whf"	"Pilosella praealta (Vill. ex Gochnat) F.W.Schultz & Sch.Bip. subsp. praealta"	"Pilosella praealta subsp. praealta"	
"Eleusine multiflora Hochst. ex A.Rich."		"2cd4p9h.wvq"	"2cd4p9h.wvq"	"Eleusine multiflora Hochst. ex A.Rich."	"Eleusine multiflora"	
"Tragus racemosus (L.) All."		"2cd4p9h.ww1"	"2cd4p9h.ww1"	"Tragus racemosus (L.) All."	"Tragus racemosus"	
"Tragus berteronianus Schult."		"2cd4p9h.ww4"	"2cd4p9h.ww4"	"Tragus berteronianus Schult."	"Tragus berteronianus"	
"Panicum schinzii Hack. ex Schinz"		"2cd4p9h.ww7"	"2cd4p9h.ww7"	"Panicum schinzii Hack. ex Schinz"	"Panicum schinzii"	
"Panicum dichotomiflorum Michx."		"2cd4p9h.wwa"	"2cd4p9h.wwa"	"Panicum dichotomiflorum Michx."	"Panicum dichotomiflorum"	
"Digitaria ciliaris (Retz.) Koeler"		"2cd4p9h.wwm"	"2cd4p9h.wwm"	"Digitaria ciliaris (Retz.) Koeler"	"Digitaria ciliaris"	
"Allium sativum L."		"2cd4p9h.wwp"	"2cd4p9h.wwp"	"Allium sativum L."	"Allium sativum"	
"Angelica pachycarpa Lange"		"2cd4p9h.wk6"	"2cd4p9h.wk6"	"Angelica pachycarpa Lange"	"Angelica pachycarpa"	
"Chaenomeles japonica (Thunb.) Spach"		"2cd4p9h.wkc"	"2cd4p9h.wkc"	"Chaenomeles japonica (Thunb.) Spach"	"Chaenomeles japonica"	
"Erythronium dens-canis L."		"2cd4p9h.wxh"	"2cd4p9h.wxh"	"Erythronium dens-canis L."	"Erythronium dens-canis"	
"Euphorbia cyparissias x waldsteinii = E. x gayeri Boros & Soó"		"2cd4p9h.wxk"	"2cd4p9h.wxk"	"Euphorbia cyparissias x waldsteinii = E. x gayeri Boros & Soó"	"Euphorbia cyparissias x waldsteinii = E. x gayeri"	
"Hedera algeriensis Hibberd"		"2cd4p9h.wxt"	"2cd4p9h.wxt"	"Hedera algeriensis Hibberd"	"Hedera algeriensis"	
"Iris unguicularis Poir."		"2cd4p9h.wm4"	"2cd4p9h.wm4"	"Iris unguicularis Poir."	"Iris unguicularis"	
"Lonicera tatarica L."		"2cd4p9h.wm7"	"2cd4p9h.wm7"	"Lonicera tatarica L."	"Lonicera tatarica"	
"Rosa caesia s.l. x stylosa"		"2cd4p9h.wmg"	"2cd4p9h.wmg"	"Rosa caesia s.l. x stylosa"	"Rosa caesia s.l. x stylosa"	
"Tilia 'Petiolaris'"		"2cd4p9h.wpw"	"2cd4p9h.wpw"	"Tilia 'Petiolaris'"	"Tilia 'Petiolaris'"	
"Malus hupehensis (Pamp.) Rehder"		"2cd4p9h.wqx"	"2cd4p9h.wqx"	"Malus hupehensis (Pamp.) Rehder"	"Malus hupehensis"	
"Miscanthus sinensis Andersson"		"2cd4p9h.wrh"	"2cd4p9h.wrh"	"Miscanthus sinensis Andersson"	"Miscanthus sinensis"	
"Anthemis ruthenica M.Bieb."		"2cd4p9h.ws7"	"2cd4p9h.ws7"	"Anthemis ruthenica M.Bieb."	"Anthemis ruthenica"	
"Crucianella angustifolia L."		"2cd4p9h.wsw"	"2cd4p9h.wsw"	"Crucianella angustifolia L."	"Crucianella angustifolia"	
"Dracocephalum parviflorum Nutt."		"2cd4p9h.wsp"	"2cd4p9h.wsp"	"Dracocephalum parviflorum Nutt."	"Dracocephalum parviflorum"	
"Erica carnea L."		"2cd4p9h.wss"	"2cd4p9h.wss"	"Erica carnea L."	"Erica carnea"	
"Astragalus hamosus L."		"2cd4p9h.wtf"	"2cd4p9h.wtf"	"Astragalus hamosus L."	"Astragalus hamosus"	
"Malope trifida Cav."		"2cd4p9h.wtv"	"2cd4p9h.wtv"	"Malope trifida Cav."	"Malope trifida"	
"Sasa palmata (Burb.) E.G.Camus"		"2cd4p9h.wtr"	"2cd4p9h.wtr"	"Sasa palmata (Burb.) E.G.Camus"	"Sasa palmata"	
"Sasaella ramosa (Makino) Makino"		"2cd4p9h.wz2"	"2cd4p9h.wz2"	"Sasaella ramosa (Makino) Makino"	"Sasaella ramosa"	
"Utricularia ochroleuca R.W.Hartm."		"2cd4p9h.wz5"	"2cd4p9h.wz5"	"Utricularia ochroleuca R.W.Hartm."	"Utricularia ochroleuca"	
"Muscari armeniacum Leichtlin ex Baker"		"2cd4p9h.wz8"	"2cd4p9h.wz8"	"Muscari armeniacum Leichtlin ex Baker"	"Muscari armeniacum"	
"Ophrys insectifera x apifera"		"2cd4p9h.wze"	"2cd4p9h.wze"	"Ophrys insectifera x apifera"	"Ophrys insectifera x apifera"	
"Echinops sphaerocephalus L."		"2cd4p9h.wzk"	"2cd4p9h.wzk"	"Echinops sphaerocephalus L."	"Echinops sphaerocephalus"	
"Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn."		"2cd4p9h.wzq"	"2cd4p9h.wzq"	"Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn."	"Cortaderia selloana"	
"Scilla liliohyacinthus L."		"2cd4p9h.k04"	"2cd4p9h.k04"	"Scilla liliohyacinthus L."	"Scilla liliohyacinthus"	
"Guizotia abyssinica (L.f.) Cass."		"2cd4p9h.k0a"	"2cd4p9h.k0a"	"Guizotia abyssinica (L.f.) Cass."	"Guizotia abyssinica"	
"Orobanche crenata Forssk."		"2cd4p9h.k0d"	"2cd4p9h.k0d"	"Orobanche crenata Forssk."	"Orobanche crenata"	
"Senecio smithii DC."		"2cd4p9h.k0g"	"2cd4p9h.k0g"	"Senecio smithii DC."	"Senecio smithii"	
"Prunus serrulata Lindl."		"2cd4p9h.k0m"	"2cd4p9h.k0m"	"Prunus serrulata Lindl."	"Prunus serrulata"	
"Euphrasia nemorosa x confusa"		"2cd4p9h.k0p"	"2cd4p9h.k0p"	"Euphrasia nemorosa x confusa"	"Euphrasia nemorosa x confusa"	
"Crambe cordifolia Steven"		"2cd4p9h.k0s"	"2cd4p9h.k0s"	"Crambe cordifolia Steven"	"Crambe cordifolia"	
"Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip."		"2cd4p9h.k1f"	"2cd4p9h.k1f"	"Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip."	"Pilosella aurantiaca"	
"Rosa sherardii x tomentosa = R. x suberectiformis Wolley-Dod"		"2cd4p9h.k2k"	"2cd4p9h.k2k"	"Rosa sherardii x tomentosa = R. x suberectiformis Wolley-Dod"	"Rosa sherardii x tomentosa = R. x suberectiformis"	
"Rosa mollis x sherardii = R. x perthensis Rouy"		"2cd4p9h.k31"	"2cd4p9h.k31"	"Rosa mollis x sherardii = R. x perthensis Rouy"	"Rosa mollis x sherardii = R. x perthensis"	
"Rosa arvensis x sherardii"		"2cd4p9h.k34"	"2cd4p9h.k34"	"Rosa arvensis x sherardii"	"Rosa arvensis x sherardii"	
"Acer saccharinum L."		"2cd4p9h.k6d"	"2cd4p9h.k6d"	"Acer saccharinum L."	"Acer saccharinum"	
"Cerastium arvense x tomentosum = C. x maueri nom. nud. Schulze"		"2cd4p9h.k6g"	"2cd4p9h.k6g"	"Cerastium arvense x tomentosum = C. x maueri nom. nud. Schulze"	"Cerastium arvense x tomentosum = C. x maueri"	
"Corylus maxima Mill."		"2cd4p9h.k6p"	"2cd4p9h.k6p"	"Corylus maxima Mill."	"Corylus maxima"	
"Geum macrophyllum Willd."		"2cd4p9h.k6s"	"2cd4p9h.k6s"	"Geum macrophyllum Willd."	"Geum macrophyllum"	
"Ligularia dentata (A.Gray) H.Hara"		"2cd4p9h.k70"	"2cd4p9h.k70"	"Ligularia dentata (A.Gray) H.Hara"	"Ligularia dentata"	
"Pulmonaria obscura Dumort."		"2cd4p9h.k73"	"2cd4p9h.k73"	"Pulmonaria obscura Dumort."	"Pulmonaria obscura"	
"Daucus carota L."		"2cd4p9h.k7f"	"2cd4p9h.k7f"	"Daucus carota L."	"Daucus carota"	
"Pyrus communis L. s.s."		"2cd4p9h.k7v"	"2cd4p9h.k7v"	"Pyrus communis L. s.s."	"Pyrus communis"	"s.s."
"Trigonella procumbens (Besser) Rchb."		"2cd4p9h.k7y"	"2cd4p9h.k7y"	"Trigonella procumbens (Besser) Rchb."	"Trigonella procumbens"	
"Acer trautvetteri Medw."		"2cd4p9h.k8h"	"2cd4p9h.k8h"	"Acer trautvetteri Medw."	"Acer trautvetteri"	
"Aira elegantissima Schur"		"2cd4p9h.k8t"	"2cd4p9h.k8t"	"Aira elegantissima Schur"	"Aira elegantissima"	
"Polygonum arenarium subsp. pulchellum (Loisel.) Thell."		"2cd4p9h.ka3"	"2cd4p9h.ka3"	"Polygonum arenarium subsp. pulchellum (Loisel.) Thell."	"Polygonum arenarium subsp. pulchellum"	
"Anthemis punctata Vahl"		"2cd4p9h.ka9"	"2cd4p9h.ka9"	"Anthemis punctata Vahl"	"Anthemis punctata"	
"Acer negundo L."		"2cd4p9h.kac"	"2cd4p9h.kac"	"Acer negundo L."	"Acer negundo"	
"Aristolochia rotunda L."		"2cd4p9h.kay"	"2cd4p9h.kay"	"Aristolochia rotunda L."	"Aristolochia rotunda"	
"Asarina procumbens Mill."		"2cd4p9h.kaz"	"2cd4p9h.kaz"	"Asarina procumbens Mill."	"Asarina procumbens"	
"Bassia scoparia (L.) Voss"		"2cd4p9h.kb5"	"2cd4p9h.kb5"	"Bassia scoparia (L.) Voss"	"Bassia scoparia"	
"Beckmannia syzigachne (Steud.) Fernald"		"2cd4p9h.kbb"	"2cd4p9h.kbb"	"Beckmannia syzigachne (Steud.) Fernald"	"Beckmannia syzigachne"	
"Berberis thunbergii DC."		"2cd4p9h.kbe"	"2cd4p9h.kbe"	"Berberis thunbergii DC."	"Berberis thunbergii"	
"Berberis wilsoniae Hemsl."		"2cd4p9h.kbh"	"2cd4p9h.kbh"	"Berberis wilsoniae Hemsl."	"Berberis wilsoniae"	
"Campanula alliariifolia Willd."		"2cd4p9h.kbq"	"2cd4p9h.kbq"	"Campanula alliariifolia Willd."	"Campanula alliariifolia"	
"Chaenomeles speciosa (Sweet) Nakai"		"2cd4p9h.kc1"	"2cd4p9h.kc1"	"Chaenomeles speciosa (Sweet) Nakai"	"Chaenomeles speciosa"	
"Cotoneaster transens G.Klotz"		"2cd4p9h.kc7"	"2cd4p9h.kc7"	"Cotoneaster transens G.Klotz"	"Cotoneaster transens"	
"Crataegus heterophylla Flüggé"		"2cd4p9h.kca"	"2cd4p9h.kca"	"Crataegus heterophylla Flüggé"	"Crataegus heterophylla"	
"Crataegus coccinea L."		"2cd4p9h.kcd"	"2cd4p9h.kcd"	"Crataegus coccinea L."	"Crataegus coccinea"	
"Cytisus nigricans L."		"2cd4p9h.kcg"	"2cd4p9h.kcg"	"Cytisus nigricans L."	"Cytisus nigricans"	
"Dianthus caryophyllus x plumarius"		"2cd4p9h.kcw"	"2cd4p9h.kcw"	"Dianthus caryophyllus x plumarius"	"Dianthus caryophyllus x plumarius"	
"Echinops bannaticus Rochel ex Schrad."		"2cd4p9h.kcm"	"2cd4p9h.kcm"	"Echinops bannaticus Rochel ex Schrad."	"Echinops bannaticus"	
"Echium pininana Webb & Berthel."		"2cd4p9h.kcp"	"2cd4p9h.kcp"	"Echium pininana Webb & Berthel."	"Echium pininana"	
"Euphrasia nemorosa x micrantha = E. x areschougii Wettst."		"2cd4p9h.kcs"	"2cd4p9h.kcs"	"Euphrasia nemorosa x micrantha = E. x areschougii Wettst."	"Euphrasia nemorosa x micrantha = E. x areschougii"	
"Euphrasia micrantha x scottica = E. x electa F.Towns."		"2cd4p9h.kd3"	"2cd4p9h.kd3"	"Euphrasia micrantha x scottica = E. x electa F.Towns."	"Euphrasia micrantha x scottica = E. x electa"	
"Gaultheria procumbens L."		"2cd4p9h.kd9"	"2cd4p9h.kd9"	"Gaultheria procumbens L."	"Gaultheria procumbens"	
"Geranium phaeum x reflexum = G. x monacense Harz"		"2cd4p9h.kdc"	"2cd4p9h.kdc"	"Geranium phaeum x reflexum = G. x monacense Harz"	"Geranium phaeum x reflexum = G. x monacense"	
"Helianthus annuus x decapetalus = H. x multiflorus L."		"2cd4p9h.kdf"	"2cd4p9h.kdf"	"Helianthus annuus x decapetalus = H. x multiflorus L."	"Helianthus annuus x decapetalus = H. x multiflorus"	
"Hippocrepis emerus (L.) Lassen"		"2cd4p9h.kdv"	"2cd4p9h.kdv"	"Hippocrepis emerus (L.) Lassen"	"Hippocrepis emerus"	
"Iris ensata Thunb."		"2cd4p9h.kdx"	"2cd4p9h.kdx"	"Iris ensata Thunb."	"Iris ensata"	
"Ixia campanulata Houtt."		"2cd4p9h.kdy"	"2cd4p9h.kdy"	"Ixia campanulata Houtt."	"Ixia campanulata"	
"Lonicera involucrata (Richardson) Banks ex Spreng."		"2cd4p9h.kdr"	"2cd4p9h.kdr"	"Lonicera involucrata (Richardson) Banks ex Spreng."	"Lonicera involucrata"	
"Lonicera pileata Oliv."		"2cd4p9h.kdz"	"2cd4p9h.kdz"	"Lonicera pileata Oliv."	"Lonicera pileata"	
"Malva alcea L."		"2cd4p9h.ke2"	"2cd4p9h.ke2"	"Malva alcea L."	"Malva alcea"	
"Nothofagus obliqua x alpina = N. x dodecaphleps Mike L.Grant & E.J.Clement"		"2cd4p9h.ke5"	"2cd4p9h.ke5"	"Nothofagus obliqua x alpina = N. x dodecaphleps Mike L.Grant & E.J.Clement"	"Nothofagus obliqua x alpina = N. x dodecaphleps"	
"Olearia traversii (F.Muell.) Hook.f."		"2cd4p9h.ke8"	"2cd4p9h.ke8"	"Olearia traversii (F.Muell.) Hook.f."	"Olearia traversii"	
"Persicaria pensylvanica (L.) M.Gómez"		"2cd4p9h.keb"	"2cd4p9h.keb"	"Persicaria pensylvanica (L.) M.Gómez"	"Persicaria pensylvanica"	
"Pittosporum tenuifolium Gaertn."		"2cd4p9h.keh"	"2cd4p9h.keh"	"Pittosporum tenuifolium Gaertn."	"Pittosporum tenuifolium"	
"Plagiobothrys scouleri (Hook. & Arn.) I.M.Johnst."		"2cd4p9h.ken"	"2cd4p9h.ken"	"Plagiobothrys scouleri (Hook. & Arn.) I.M.Johnst."	"Plagiobothrys scouleri"	
"Populus x canadensis 'Serotina' x x jackii"		"2cd4p9h.keq"	"2cd4p9h.keq"	"Populus x canadensis 'Serotina' x x jackii"	"Populus x canadensis 'Serotina' x x jackii"	
"Primula sikkimensis Hook.f."		"2cd4p9h.ket"	"2cd4p9h.ket"	"Primula sikkimensis Hook.f."	"Primula sikkimensis"	
"Prunus pensylvanica L.f."		"2cd4p9h.kf1"	"2cd4p9h.kf1"	"Prunus pensylvanica L.f."	"Prunus pensylvanica"	
"Pulmonaria 'Mawson's Blue' hort. ex Bowles"		"2cd4p9h.kf4"	"2cd4p9h.kf4"	"Pulmonaria 'Mawson's Blue' hort. ex Bowles"	"Pulmonaria 'Mawson's Blue'"	
"Rudbeckia hirta L."		"2cd4p9h.kfa"	"2cd4p9h.kfa"	"Rudbeckia hirta L."	"Rudbeckia hirta"	
"Rumex aquaticus x crispus = R. x conspersus Hartm."		"2cd4p9h.kfd"	"2cd4p9h.kfd"	"Rumex aquaticus x crispus = R. x conspersus Hartm."	"Rumex aquaticus x crispus = R. x conspersus"	
